StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q13,Q14,Q15,Q16,Q17,Q18,Q26,Q27,Q28,Q29,Q20,Q21,Q18.1,Q19
2026,2026,390,89b8f2223426b3a752392a11d52ed38b55f34f340746487fc43d021d854a1a32,48.6578,-123.23209999999999,96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"If they had a nervous feeling regarding speaking with new people I would explain to them that most people think more about themselves than they do about you. Confidence and bravado do the heavy lifting and feeling like what you have to say is important and others will be better off for hearing it can really do a lot of the heavy lifting. In many cases people want to have a social interaction and are willing to work with you through the awkward bits of a conversation if it means the interaction can continue. We are social creatures and it takes a bit of courage for some, but over time it is a skill you can get better at and eventually you will be speaking with many different types of people and find common ground with anyone. It is a rewarding experience speaking with other people and can benefit your life greatly. ",I personally love a mixture of walking and public transit. Often driving can be more comfortable or convenient but parking can be expensive and time consuming to obtain. So transit is much more viable in most cases for me. 
2026,2026,424,e9dd95ad9b4bf75d4a11ebe5f7ebba310a26ec3ba18d51de90616e267e6660eb,31.493000000000002,-111.2679,d37d0766146900c6ea0144a12b8c8e0b63c95cd13436ef243274ba9d1f6415ee,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Do some calming breath work beforehand. In most cases, you fear being judged much more than it will even actually happen. Try to take a moment before responding to any comments or questions and always ask a lot of questions of the other person. This approach shows that you have genuine interest and puts everyone at ease more. "," I rely on my vehicle and it is my primary form of transportation where I live. The bus system is out of the question due to safety concerns and though I do enjoy certain trails and paths for biking, they are speciic and for recreation, not for daily transport. There are no rail systems where I live except in the downtown area which is irrelevant to me. "
2026,2026,397,c4f067e78610acb5687c9d22964143d113c68b3136ac251241917704ab6268eb,58.4319,-6.8488999999999995,505a243c6f4e4918dc2decd08f5c95a167dacaa40483af6ceb36b3f68c5d4e53,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,8 or more days a month,3-4 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I'm not sure I'm the best person to give advice about this, but I would probably say that it comes with practise. Although I am not very comfortable with it yet, I feel that I am still a lot better at talking to new people than I was last year. I would say that people are usually interested in hearing what you have to say and are willing to help you, so try to think of it that way which might help with anxiety. I would also suggest visualising talking to new people and it going well with you making a good impression, which can help to settle things in your mind.","I think the ideal way is to travel via bus. The bus routes in my city are very well developed and extensive, so you can get pretty much anywhere by bus. The buses are a lock quicker than cars or ride share platforms because of the bus lanes that are on a lot of the roads. I also think it is better for the environment to use public transport when possible. I actually enjoy taking the bus as well as it gives me a chance to relax and listen to my music."
2026,2026,159,a0391d8ef3e7d1571d3dd846c90846166c6eaea18dbf1e09ac218c98e1b851fb,50.6007,-113.1972,7176cbe5675119100c051cec9cf0ccc6ffeea0f58eaad99a7ad469bdbe59eefc,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them that people are often most worried and concerned about themselves - so don't be too worried, because these new people may also feel the same away - in fact, maybe you can use the shared nervousness as an ice-breaker.",I live in an urban area of a large city. My preferred way to get around is to walk if something is within 20-30 minutes of walking distance and the weather is agreeable. This allows me to enjoy the surroundings and feel like I am part of city life.
2026,2026,323,baf733d25392aa10e671f405cd1d5faefda3315cfd6e9c7adad632faecaa0b8f,46.2153,-122.54480000000001,257a851f7e92bf8d22dd89f8a8265b75669dd7176d03a05bc400e037eabb3008,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Never,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to have a few topics or prepared scripts they can rely on to make it easier. The unknown is often the scary part, but if you feel prepared you can relax and the rest will flow. Ask questions, respond to what the other person says with some enthusiasm and you will most often find you have at least one thing in common. ","My ideal way to get around a city is by train. I prefer it because someone else is ""driving"" and that allows me to not get frustrated from other driver's behavior/actions on the road. I prefer it because it's the most efficient system to move a lot of people at once and it has so many other cascading benefits. I wish we had a richly developed train system in cities and to other major cities. It would be life changing for society if the US had a train system like Japan does. "
2026,2026,382,0bbb566fb3c7234f4485c68df64ff01b72aa6ac19cfcebe2de121bbb26851d0b,37.650999999999996,-97.902,6caf5ef75550ac72a08b5c69aab9659e5daa9b61c8f5a4a47627ef8630dced38,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,Breath in and out and talk in a moderate pace.,walking. It is good for me to keep fit.
2026,2026,438,d6c7066e621455672a641a7998b17a939a64d9c64dc6250fb826ee17e4b6e87b,52.5809,-1.3874,706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,"I would encourage them to calm down first, take deep breaths and relax their muscles. I would also encourage them to remain calm for the whole interaction.","When I am late, I prefer using an uber to get me through the city. But if I have most time I use public transport. Sometimes I use my car often when I am aware roads are not jammed with traffic."
2026,2026,468,90e5cc2c1f81243d5751f0ed932edb030d3957a4fcec2df46a76d9d50457982d,51.9485,0.4465,247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I would tell them that its a normal way to feel and that it's likely the other will feel similarly. I would suggest to start with simple and basic open ended questions to encourage other people to speak and feel as though you have an interest in themas people usually appreciate this type of thing. Also, don't try to have a perfect conversation, just simple and polite chatting with new people is usually enough to leave a good impression.","Ideally I would like to take efficient public transport as I like to trave, without feeling tied to a personal vehicle. I especially like being able to walk to my destinations quickly as it makes things feel much more accessible. However if a city has bad public transport I would most likely prefer a car as I would feel more in control. "
2026,2026,431,f979c4b35cf870a44318b42ccdbdf91fd2fa0b4c1e832501eceece05e5c0a8c9,43.6967,-78.6404,78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4-8 days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,No,No,"It's very normal to feel nervous, focus on curiosity and ask questions you wanna know about rather than being too worried about saying the wrong thing ",My favourite way is biking around the city its fast and easy while also getting a workout in and my second way would be taking the public transit 
2026,2026,444,042b5d28b31cda36f94e704e5c4f6d04a65551f0f948164048093a4cd0abdeaa,34.8222,-79.94630000000001,2d13abc9df82d5cbd3ea48f97af76cc76d11d066cf58229135bc36f7a6efbd60,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Prepare yourself mentally to be in a situation that may make you nervous. When entering the location you are expecting to have these nerve inducing talks take a deep breath and tell your self you are confident and will listen to what is being said and think about your response and all will be fine.,"Other than a personal vehicle, walking is probably the best way to get around in my small downtown area. You could take a short 1 mile Uber ride if you ad to."
2026,2026,162,0bd9ed7fc049aaaa4c33a38908522dd613d83fd3b1c5cdd579d9640853525091,33.9587,-97.37530000000001,b46b19189df611ea38d8c74ac82ea8f8a9bc11ba8918b8f73ebcbcdf50407bfd,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"The only way to get over this is to actually engage with people; you need to get used to talking to new people, if you don't then you'll always be nervous when engaging in conversation. Start out with small groups first or maybe even one other person and slowly work your way up to larger groups and you'll be surprised at how comfortable you get once you get used to engaging with others.","I prefer driving my own car, I like the personal freedom, having access to my personal belongings and it just gives me a sense of independence that I don't get with personal transportation."
2026,2026,458,816e0a94b371dd88a65f5f3d8161a01a4fed446ed6b0cb15b3d4e62b9d016497,52.1218,0.9059999999999999,0f284a11b7b2b2da4c42bbe31390265ec35d22e54b2fc633371c6efa872d2745,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0-1 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"A lot of people can be nervous speaking to new people, potentially including the person you're talking to. It's much easier to make a good first impression on someone when you consider they likely want to make a good first impression on you too. If you can calm the tension and act friendly, they will likely do the same.","I like to drive in my car to get around my city because my city is designed to be very easy to drive in. There are not a lot of complicated road structures or areas in my city, so driving is very easy compared to other cities. "
2026,2026,469,7527c141204720bdd1fb7ed8ca9206f82f250844572b1171fea083645c3e8a72,50.7436,0.27369999999999994,a222ac047214b42649c047abe2d18324a05559ab8586a2b693f6babda1797d08,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,No,No,I will tell them to take their time and they do not need to stress. I will advise them to let the conversation flow naturally,I will order an uber ride if the destination is far. I also would take a bus if the distance is not too far
2026,2026,498,841c28b5cd5b551b0e86aeee3e6450b05564e8a8a6739630b004914c8f7e6465,51.4063,-0.8629000000000001,b98ca5b4373bfb40622d4b1690415a2ebfe94072d7603629c180c154064a7222,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,"I would generally tell them to think of simple questions to ask the other person, it means the other person will be talking more and gives you a chance to be comfortable while listening. It also makes the other person feel more comfortable, which I feel would be a benefit too.","It depends on how far I have to travel. If it's just a short distance, then I prefer to walk, most places are accessible this way and I generally enjoy walking, it gives me time to think. Otherwise, I will usually just use my car and drive to where I need to go.  I use a train for longer distances and an uber when I can't use my car."
2026,2026,523,1737e9733563505230be4e371695a5727c24c8ec341bf8559f9aebab56bb488e,51.4517,-0.7538,7baab1ca0bc909dbeab74231b3683f35fd6d416352d79b13fbe65bea9c535e12,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4-8 days a month,3-4 rides in a typical day,2-4 days a month,3-4 rides in a typical day,No,No,just start with a small talk question and let the other person lead the conversation,"I prefer the bus, its affordable and not over cramped"
2026,2026,509,80b162dfc5eacf263e0736456cb1b9f6cb6fe976c0d8b54cf673aa18830ccf5e,36.4814,-115.471,bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Never,1-2 rides in a typical day,4-8 days a month,3-4 rides in a typical day,Yes,No,1) Don't talk to people. 2) Get over it. 3) Take a Communications and/or Public Speaking class. 4) Go to college where you learn to overcome such adversity. 5) Try teaching public High School.,"I am in Las Vegas. This is a driving/car city. Public transportation is too slow. It is hot during the summer months, so you can get heatstroke just waiting at a bus stop. A drunk driver totaled my car years ago, I never bought another car, and I live in chronic physical pain with vehicular anxiety just riding in cars, so I prefer to not be in vehicles. I sometimes take rideshares, and I used to drive rideshares before the crash. Driving rideshares is a great way to meet people, and also, per the previous question, talk with new people, and network."
2026,2026,483,06704c8cd2c57d863c68d1432f86f836cf755cdfe1e4bf0dda74935a509d3725,55.2704,-1.1632,86c8d0258ba1a9ed82ab48fa452db1a8705244d07052882f18191d19e06c5a65,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I would tell them to relax and take deep breaths. I would also suggest that they think of topics that they could talk to people about, something that they feel comfortable talking about but nothing that could cause contention. Stick to general topics such as the weather, shopping, fashion and such","The ideal way is to use the bus, as being a pensioner, it is free. Going by car may be quicker, but it incurs fuel and parking charges. Going by bus is also stress free and relaxing"
2026,2026,257,0cb69ca26d8476123ba83b959713c8f6570b285fafdf0c96f04f7b5b6afd6a2f,51.7943,0.29090000000000005,9948aab15a839b1f272b932661f00b2305c2606ac429fc15c63fdf4dea0529b6,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"Be calm and gentle with yourself, don't overthink it. Smile and approach with your name and ask a simple question like how is your day",Mostly by buses and trains is very convenient to get around my city
2026,2026,428,47b32205ba86e4944063e26fde19bb7a7a71dac0bfb8e2592403ce2c74163575,57.594500000000004,-3.0774,fd2ed0e2cec9ac66ee6b8ed3883614c761eec83d2cadcb5dccb9c99038851155,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Try to practice a few interesting conversation topics you can reuse and get comfortable with. Think about their response and try to follow up with a few general questions. They can be easy and cliche like ""where are you from"" but I like ""if you had to give a ted talk, what would it be on?"". Getting the other person to feel comfortable talking makes the conversation go a lot easier and takes the pressure off you. ",Personally I prefer to drive myself. I like the freedom to go where and when I want. Though there is something to be said for the relaxing nature of a bus when its not too full. 
2026,2026,507,d18ba04bc6833dfe6d77c52739894e535a6a1cbecd3e0056e5b5ca527d713a74,43.292100000000005,-79.3296,6a554c1a5b94a6468e92ee4b1c1e1d989244da092ea44259df405928e7b44ad4,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,3-4 rides in a typical day,Yes,Yes,"it's normal to feel nervous. start with small conversations, ask simple questions, and remember the confidence grows with practice. most people are friendlier and less judgmental than you think","my ideal way to get around my city is by public transportation because it is affordable, convenient and reduce traffic. it also allows me to relax instead of focusing on driving"
2026,2026,505,be5dab274661bfa6fd0bf7af109dc540c8ce17669c5f0143764b9b8e49f4cfdf,50.3462,-0.7511,9466411e5313615413fdaf234abf75edd0a268b5282f809ee9adf221438233cf,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,No,Think what you want to say and keep repeating it to yourself in your head until it becomes easy to remember and then just say it out load still to yourself and forget the new people.Just look up into space when you say it.,By bus….you can relax and take in all the sites that you never see when driving or walking.
2026,2026,520,8bfa083e36366f86f5a8198c86a3cfbf00e469faad5b7516cf2274e9a3c2c612,50.6802,-0.6436,402085372945bde1c929c547b95cc7cd38bd9fd9dc13138186d5238981f0109d,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I would advise them to relax, be themselves and be friendly. It is just another human being like you that you are talking to, nothing about that is scary or intimidating even though you don't know them, by talking to them you soon will. ","I am a great believer in using my own 'horse power' for getting around. A lot of the time that is walking because whilst walking you can see and appreciate your surroundings in a calm way without the irritations of traffic or being stuck in a car which would distract you from the beauty around you. If I don't walk I will tend to cycle as much as possible because being in the open and fresh air you are getting exercise, benefiting your health and helping the environment too."
2026,2026,584,de9fe2d1d676e13bec49082c91930909e626c8d199a855c276b20826f1b207e1,42.2354,-87.7161,314d41b4f14c666f1d6082ec3e1d9127b12f1c0c921409a34cbbd26997f99e57,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Try and be open. You should find a commonality and shared experiences to break the ice.,I like to walk because it I can see more. I can burn more calories.
2026,2026,556,ae97b4b1988f2ca5abad407b667caadc500dd9469ea557bb67d16241a739c064,39.9776,-77.1386,5c9a0d6fae82619662421f2613ac6475eb5c293d7e9462bbcf91012649a3aaeb,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Don't put too much pressure on yourself and don't be afraid of awkward moments, they happen to everyone. Ask simple questions and let the conversation flow naturally. Building confidence takes practice, and every interaction helps.",I prefer driving myself since I own my own car and it's more convenient as well as efficient. It saves time is the most flexible option. I like being able to go wherever I need without having to depend on anyone else. 
2026,2026,238,d4e89be4f47ca29ba0e6047c2b0ed0a3f3f510bd3137f33c68cee49e8c3352de,38.8057,-94.2862,5565f3acc7109a62e9868e3204ddd5477e6b2298571751b82a901e72f9eab5c5,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,Yes,"I would tell them to think about how all people feel nervous to one degree or another when talking to someone new, even those who hide it well behind a shield of acting confident. I would remind them that the other person is as nervous as they are about making a good impression.","I prefer to get around by car, but I have to rely on my housemate to drive me, so I mostly use services like Doordash to do my shopping and only ask my housemate for help when it's for something i can't order online."
2026,2026,568,074f5e0ae2c1058fec7b09dcc1ff23f2001d626c529e68f3f39730c0a37d513e,38.3514,-122.4554,f768a2857c62e65214728c40e9851135b31ffa3234b4a49f05f56c8b59f97d88,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Reframe from impress to connect andd make it a mutual discovery. Ask open questions and stay curious. Use the 3-second rule: speak within 3 seconds of eye contact to stop anxiety spiraling. Prepare 2-3 anchor topics but do not script. Remember the spotlight effect, others barely notice your nerves, and slight hesitation seems authentic. Start with micro-risks, like chatting with cashiers, to desensitize fear. Take a long exhale before speaking to instantly calm yourself. Accept that not every conversation will click, that is just mismatched chemistry, not your failure. Nervousness means you care; channel it into curiosity. Each chat is practice for the next.","My ideal is a multimodal network: frequent light rail and bus rapid transit as the spine, with protected bike lanes and wide sidewalks for short trips, all integrated into a single tap‑to‑pay app. I prefer it because it cuts transport costs, reduces emissions, connects all neighborhoods equitably, and builds daily exercise into commutes. Protected bike lanes lower stress, and reliable transit makes car ownership optional. This system prioritizes people over parking, turning streets into public spaces and making travel predictable, affordable, and healthier for everyone.

"
2026,2026,465,7e3c7eaf31b214c6653abfa4168a17c82418651764abdb98bb1be1ca76bb6edb,41.2228,-73.36319999999999,0424a1fe863ac20a26a5fb9a66f0bb9528170412fbca70b5f5a01052ab761f26,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,No,"Identify what it is that is causing the nervousness. Whether it's because of introversion, lack of interpersonal skills, etc. break it down into steps. Address them one by one & tackle each head on. Do this by actually getting out of your comfort zone & forcing yourself to talk to people (but don't go all in, take it easy in the beginning, & then challenge yourself).",I typically prefer walking as I no long have access to my bike (as it was stolen). I also take the train as it is convenient & affordable compared to talking ride-share. I live in a city that is walkable & has high access to public transportation.
2026,2026,288,ce4515cf88ff0552be5466815a06c550461d66db7ae090c77a72d0f41171d59b,30.6878,-90.9162,080c2c3082160c8ea3aeca8f6c3e1f76064080b1f650305e314eb5ecf5e2b7fb,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,0-1 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,Just relax and remember that no one is a complete stranger until you begin talking to them. It’ll be okay. ,"I love walking in my city because it’s very walkable and friendly. It’s also easy to ride a bike, which are my two favorite ways to get around the city."
2026,2026,522,30f63480be9800f301aa6822d3e0a590ea990e2e303ae767e75c3b9173fbf2a5,33.725,75.466,0d9393e3e2e7e3c726c62a08237e1136d743f6da5b53145522669b62a66432c7,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,2-4 days a month,5-6 rides in a typical day,Yes,Yes,I would tell them that it is perfectly natural and advise them to ask open questions and listen actively. Being interested in the other person takes the focus away from them and makes the whole process easier,"In my case, the best combination involves the use of public transport and walking. Using public transport means that there will be no pressure related to parking, whereas walking enables me to breathe fresh air and do some physical activity"
2026,2026,629,4adc829d0feaa3742d8d71b9254f1c3f0859cdc41a686856ddb63742eed5f4ca,51.946200000000005,-1.6149,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"i would tell them to plan well ahead, make sure to think of question that could be asked that are a little outside of the box and have a reply ready. If they have all bases covered there will be less reason to panic and thumble through, also have people who you think could answer question better or give more insight on different parts and pass the question to them ",i prefer to drive into our local town as its a 15 minute drive then spend a few hours walking around before driving back home
2026,2026,640,d171ece2fcedac78aa4cce91f5b0fd4ec87d68a56d66b00373a8ca231e56553e,30.4312,-81.32289999999999,bdf2dbffa80ccd98b073ea135eb8798a9b6509bb9e6b467305a84a8d3cd3e29c,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,No,No,Take your time and start off slow. it'll get easier the more you do it.,"I would prefer walking, but everything is spread out where it is"
2026,2026,618,b6e0f4c5f2cf953fc3e169228f3ae757c06fc733a3b9e4819614c77a4e59b749,18.1417,-66.327,4c702f1bd58b7e542476873c4b41f6170fdb954822b14b84236e7194735b41ee,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them that most people are just trying to relate to you, and I think that people should approach conversations with that mindset. For the most part, people don't want to argue with you, they want to be open with you, and if you're open with them, they'll usually return the favor. ","I think it depends. I have a good bus route between my house and my work so for work I prefer that. Sometimes, if I'm not in a hurry, I'll use the bus to run errands, but if I'm in a hurry, and my husband has the car, I'll use uber or lyft."
2026,2026,595,af40576db52ff4f2e519e5cb5933574c3aa814909256b3ce5787fc4e3eff17d0,41.658300000000004,-87.8617,3bb5bd94cdf7e5ded69cbf4a7f9b15aacc0ba63c7b7376837812ea1ff6a8402d,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would honestly tell them that it's okay to be nervous because the person you are talking to is most likely just as nervous as you are. It's okay to be nervous around new people. ,"In a city like mine, a large metropolitan city with 2.5 million people, the easiest way to get around the city is to take the trains, buses, and walking. It's honeslty the best way to get around because the streets are straight cheeks; limited space and have to pay to park everywhere."
